PCE,HOMO_LUMO_gap,HOMO,LUMO,Voc,Jsc,CATE,CATE_var,CATE_se
1.9675578607537,-1.40023314699935,-4.74156961050637,-3.34133646350702,0.14156961050637,213.89718185485,3.21516579616042,11.4521137672825,3.38409718644169
1.16627383327158,-2.14306678567596,-4.83643174429795,-2.69336495862199,0.23643174429795,75.9175759732,9.32070321175952,80.7473457808678,8.98595269188904
2.02118139067956,-2.55049057486889,-5.44673758309677,-2.89624700822788,0.84673758309677,36.737029878575,20.0384930345808,576.261002907002,24.0054369447216
2.19987965757269,-2.22884601465609,-5.11201010591932,-2.88316409126323,0.51201010591932,66.1253491132,-1.9742790153504,179.258542129968,13.3887468468848
2.40898635274595,-2.36627635544168,-5.31640359286721,-2.95012723742553,0.71640359286721,51.751646503115,5.69109340206736,815.189956003533,28.5515315877018
10.7130440486042,-1.50873247716994,-5.48372361949054,-3.9749911423206,0.88372361949054,186.57094666405,44.6649381189908,785.28854467053,28.0230002796012
2.4930375566825,-2.50692922450861,-5.56128033224686,-3.05435110773825,0.96128033224686,39.914100957575,34.2007317543229,494.949762317487,22.247466424685
4.20070760199428,-1.8824423531355,-5.17084760418694,-3.28840525105144,0.57084760418694,113.2530370855,-0.912860444241193,55.5588338644426,7.4537798374008
6.34697770335121,-2.05560057027265,-5.71866183688807,-3.66306126661542,1.11866183688807,87.3204042217,9.54505551423881,24.2748817187087,4.92695460895559
1.38598177938586,-1.94334457168705,-4.80652062023609,-2.86317604854904,0.20652062023609,103.28605441375,10.4098982743411,494.426998904232,22.235714490527
0,-1.73782118701917,-4.57969416139131,-2.84187297437214,0,139.58280483355,2.86751238044535,45.3546003291522,6.73458241683567
1.33832087040252,-2.23646869488285,-4.91575678705583,-2.67928809217298,0.31575678705583,65.2311662925,10.4565401789203,98.5747281448398,9.92848065641666
2.83074337063912,-1.84722521090915,-4.96415688527115,-3.116931674362,0.36415688527115,119.63535987975,0.682966861465185,74.098676202703,8.6080587941012
4.02968291153803,-1.91739083533083,-5.1760635644464,-3.25867272911557,0.5760635644464,107.65843282025,-2.67139602466429,40.6962587235747,6.37936193702589
0,-1.45953708278756,-5.55064764163179,-4.09111055884423,0,0,-1.16247841238844,0.93978719191537,0.96942621788116
2.556375319747,-2.40928825391032,-5.41749651429266,-3.00820826038234,0.81749651429266,48.126723286135,10.4474358586059,138.544954369546,11.7705120691305
1.36897383702412,-1.72411522347641,-4.7482543416281,-3.02413911815169,0.1482543416281,142.1134932724,1.2331045976504,18.4726427917191,4.29798124608742
2.6845069893204,-2.47755191863169,-5.57526286147631,-3.09771094284462,0.97526286147631,42.36336404768,30.1339948885639,340.33451598495,18.4481575227704
2.39844767617669,-1.79469920275177,-4.88695981395725,-3.09226061120548,0.28695981395725,128.63428994195,-2.9894587191692,24.753154497914,4.97525421440091
2.75307107752544,-2.13488961878306,-5.15149808066966,-3.0166084618866,0.551498080669661,76.82826148205,0.144836829740021,146.979455564958,12.1235083851564
3.40794400082755,-2.14740050123513,-5.29494356424594,-3.14754306301081,0.69494356424594,75.47280648505,-5.05757648701975,244.660033803152,15.6416122507609
6.65340033166721,-1.5762964325529,-5.19773852273449,-3.62144209018159,0.59773852273449,171.30892775685,-6.06167414117257,95.4491215346204,9.76980662728902
2.48730673808687,-1.33423526233818,-4.76703252671356,-3.43279726437538,0.16703252671356,229.17956079395,0.300105721458426,19.4378894798095,4.40884219266345
8.23481064950912,-1.55133877851442,-5.31497962255315,-3.76364084403873,0.71497962255315,177.258692052,12.2706219787137,734.839110512953,27.1079160119872
7.70542261321298,-1.48843565963872,-5.22123069005168,-3.73279503041296,0.62123069005168,190.89350305805,-3.94154111927722,90.5918765494366,9.51797649447805
6.00850120009275,-1.85756415817902,-5.38606845837921,-3.52850430020019,0.78606845837921,117.63955397675,6.0720133873777,214.353429609221,14.6408138301538
2.47885383960206,-1.5665317353185,-4.81974030894462,-3.25320857362612,0.21974030894462,173.6156124469,1.04147127408289,57.4885204009687,7.58211846392344
2.64946952036218,-2.1956537274852,-5.18525983262387,-2.98960610513867,0.58525983262387,69.67192277435,1.97240710809643,113.231762805091,10.6410414342343
3.44345645762638,-1.712100969154,-4.9674877164757,-3.2553867473217,0.3674877164757,144.211321254,-1.47356380811947,51.3635892305858,7.16683955663763
4.74687322324855,-1.99100277455915,-5.35892254261387,-3.36791976805472,0.75892254261387,96.26263980255,9.51723101948403,91.5300903056951,9.56713595104068
4.59234564706408,-1.9349231578516,-5.27476000275915,-3.33983684490755,0.67476000275915,104.74488494535,-3.70796667676455,189.328812918768,13.7596806982854
9.28628832013983,-1.52393832842337,-5.37872916093434,-3.85479083251097,0.778729160934341,183.52841449215,10.3084789860025,51.1769763229809,7.15380851875285
6.18870228276278,-1.15027857834153,-4.94533499785744,-3.79505641951591,0.34533499785744,275.8078253177,-0.78542825552198,3.05084952376246,1.74666812066931
1.83899098056503,-2.27441290346668,-5.0622707570277,-2.78785785356102,0.4622707570277,61.225277938305,26.7127955330501,723.251440735314,26.8933345038378
8.90441020179993,-1.38589724073128,-5.22954538171466,-3.84364814098338,0.62954538171466,217.68359615015,-0.79162509661364,22.6560324665501,4.75983534027703
1.63427932694218,-2.01758086791032,-4.87192681341784,-2.85434594550752,0.27192681341784,92.49576333985,6.33535819912653,278.426807567684,16.6861262001605
4.60246814770768,-2.2242996828102,-5.66407461262156,-3.43977492981136,1.06407461262156,66.56812080295,12.6891920275932,302.953575216402,17.4055616173797
3.53746697935622,-2.08261471875297,-5.25096304809527,-3.1683483293423,0.65096304809527,83.63414958925,-5.29429564101135,178.445003861273,13.3583308785668
7.82318645760449,-1.29630000916119,-5.11590873735295,-3.81960872819176,0.515908737352951,233.37717875615,-2.38069396963091,33.6405901085291,5.80005087120183
9.56516692886126,-1.30577709491141,-5.23404327877942,-3.92826618386801,0.63404327877942,232.17809187755,6.30060233141518,65.7119350628608,8.10628984572232
0,-1.65290570979001,-4.42783245865516,-2.77492674886515,0,156.13784756505,0.898142623850822,45.1121820302258,6.71656028263171
3.92758652659437,-2.05511302048032,-5.29224146731397,-3.23712844683365,0.692241467313971,87.3204042217,1.45894967781205,33.8851212729988,5.82109279027562
0.89194032805436,-1.79697488731687,-4.70707922213282,-2.91010433481595,0.10707922213282,128.19709383715,3.68534679905929,89.2376997595794,9.44657079365732
2.06691578350919,-2.37052548845575,-5.21467591618859,-2.84415042773284,0.61467591618859,51.751646503115,10.5138496252096,256.223683931514,16.0069885965948
3.4144660979816,-1.79582406081134,-5.00852029667874,-3.2126962358674,0.40852029667874,128.63428994195,-0.140072808098513,63.6778809334419,7.97984216218854
6.65151277785264,-1.46731465407486,-5.121925736889,-3.65461108281414,0.521925736889,196.1368986434,-2.02950162144509,150.09804202981,12.2514506092058
0.954059048297565,-1.63731222999888,-4.69203203100593,-3.05471980100705,0.0920320310059298,159.545234108,1.43746035933533,3.14509407317368,1.77344130807131
2.1470955838366,-2.63121819675588,-5.67162977929409,-3.04041158253821,1.07162977929409,30.83572701456,25.5820913533219,268.80712731298,16.3953385848838
4.44876643751689,-1.55782057762114,-4.99028273348497,-3.43246215586383,0.39028273348497,175.43161231375,-3.35226364412804,50.8521376804709,7.13106848098312
4.61209493119766,-1.75734926831118,-5.12312393705255,-3.36577466874137,0.52312393705255,135.68793470505,-1.1297982171461,58.0635265799552,7.61994268875791
2.23248287737137,-2.30769568788286,-5.19484792705163,-2.88715223916877,0.59484792705163,57.760344037825,2.15436193172822,313.142334681517,17.695828171677
4.27536783659068,-1.2463838524114,-4.86807109763365,-3.62168724522225,0.26807109763365,245.4545462148,-0.875215758780845,10.8155018008713,3.28869302320409
6.92689704630073,-1.25161284281048,-5.03710202220209,-3.78548917939161,0.43710202220209,243.89534100295,-4.5499606219865,59.1002277743764,7.68766725179859
1.20287764559247,-1.84556546377994,-4.75474245434066,-2.90917699056072,0.15474245434066,119.63535987975,3.91570939466216,120.144412158947,10.961040651277
4.86747704613609,-1.94892646685616,-5.32874347675936,-3.3798170099032,0.72874347675936,102.79614282145,9.77994844441504,189.210995246758,13.7553987672753
9.97748249456383,-1.28409297127193,-5.25232120478601,-3.96822823351408,0.65232120478601,235.40032899305,3.92766448629915,126.889024300664,11.2645028430315
0.754170478420742,-2.17742960376086,-4.76144478868288,-2.58401518492202,0.16144478868288,71.8940723722,11.3003966522457,27.0258585829012,5.19864007052817
5.47988080848957,-2.05479563501499,-5.56583505058099,-3.511039415566,0.96583505058099,87.3204042217,29.8785052082453,158.920659547155,12.606373766756
7.38733523455352,-1.10464788322915,-4.99584273617424,-3.89119485294509,0.395842736174241,287.21870177845,1.52058424454175,1.12832459846361,1.06222624636356
2.04257594183086,-2.2520281249495,-5.09557189664249,-2.84354377169299,0.49557189664249,63.433566437995,13.4134966814098,578.457400827281,24.0511413622572
6.90782255168611,-1.68349299216401,-5.31151973867851,-3.6280267465145,0.71151973867851,149.41761759405,5.31297317340316,961.424003836269,31.0068380173837
0,-1.48670495626686,-4.52866276053539,-3.04195780426853,0,191.3065730446,-0.78559129384183,0.289563331878567,0.538110891804437
3.23136149635924,-2.11966292493137,-5.23186188399045,-3.11219895905908,0.63186188399045,78.706567914,-1.92176270245318,52.4276799171098,7.2406960934091
1.98332309004932,-1.28512225771581,-4.72980881893363,-3.44468656121782,0.12980881893363,235.14559999125,1.11209428802796,4.26506186648597,2.06520262116964
3.69727323608185,-1.51791240246194,-4.90817564109476,-3.39026323863282,0.308175641094761,184.64214047955,-2.51112053604707,72.48166993609,8.51361673650453
5.18623876286804,-1.97936033894211,-5.41353653164692,-3.43417619270481,0.81353653164692,98.11220458845,8.78687561679078,68.5162035839914,8.27745151504927
1.38949617349073,-2.43907058602022,-5.06868671171468,-2.62961612569446,0.46868671171468,45.62704067948,10.3323220924101,89.6607033625994,9.46893359162474
6.09135591442573,-1.43758684297051,-5.05962987218195,-3.62204302921144,0.45962987218195,203.9639042103,-6.0167170156878,188.158231870741,13.7170781098141
2.46410517730749,-2.38525579326056,-5.35738465933581,-2.97212886607525,0.75738465933581,50.071467978285,8.34042735949531,123.833986435052,11.1280719999042
7.70062998825153,-1.55462236955887,-5.27206652254492,-3.71744415298605,0.67206652254492,176.3443626997,-2.9158695931753,103.688490051504,10.1827545414541
7.32145029552097,-1.05754260552786,-4.98233971209803,-3.92479710657017,0.38233971209803,294.71028794155,1.3481266949555,0.524783275556413,0.724419267797602
2.63373601223335,-1.84552176685985,-4.938813158688,-3.09329139182815,0.338813158688,119.63535987975,-0.842795400937583,34.9186566735897,5.90920101820793
4.38192327720094,-2.30664005180599,-5.76756907941501,-3.46092902760902,1.16756907941501,57.760344037825,10.8807506166669,21.4675762639874,4.63331158718982
6.53624923406508,-1.51172929444047,-5.14039376238969,-3.62866446794922,0.54039376238969,186.1512100799,-6.48388434317004,143.448900306462,11.9770155008025
6.89472441081099,-2.12487389428649,-5.95632222349276,-3.83144832920627,1.35632222349276,78.2350962302,13.7567767922901,1.80217120518931,1.34244970303893
4.41447145091689,-2.45615310931816,-6.14552986901831,-3.68937675970015,1.54552986901831,43.95911060242,13.8282889509641,16.2216481274907,4.02761072194058
3.60412911380495,-1.79771086770986,-5.03268291592368,-3.23497204821382,0.432682915923681,128.19709383715,-0.634063440762648,58.9609988888298,7.67860657208258
2.93083059705464,-2.27819398953564,-5.34205362398158,-3.06385963444594,0.74205362398158,60.785922720965,9.24751696496886,175.213104691269,13.2368087049435
2.16413684760234,-2.17162333477384,-5.06048360179064,-2.8888602670168,0.46048360179064,72.32994545335,0.176582201782194,524.144580932818,22.8942040903985
9.82790044682519,-1.34949186718379,-5.27078844579198,-3.92129657860819,0.67078844579198,225.48765101135,2.11549449444463,63.9410440342536,7.99631440316434
6.35787858506121,-1.33517207479034,-5.02740360379289,-3.69223152900255,0.42740360379289,228.9399783944,-2.81852225988276,43.2169390075579,6.57395915773425
2.84611015602289,-1.78081215154587,-4.93335125188213,-3.15253910033626,0.33335125188213,131.40055567535,1.64738375507074,59.780821279729,7.73180582268651
6.08143652487479,-1.79042641707892,-5.322480557071,-3.53205413999208,0.722480557071,129.547071888,3.45143058310835,340.686918949194,18.4577062212289
1.67568862763257,-1.99710101299214,-4.87054143640935,-2.87344042341721,0.27054143640935,95.32506672,9.72894789591583,648.017856010693,25.4561948454731
4.78223737940246,-1.37987995836851,-4.93605392618434,-3.55617396781583,0.33605392618434,219.01292389145,-5.07310860807232,218.198937899591,14.7715584113387
4.50266151400573,-1.11707625372585,-4.8426968784238,-3.72562062469795,0.2426968784238,285.5306256816,0.487444831773731,0.332056859570955,0.576243750136134
8.38907752258208,-1.29439631276512,-5.15279200338642,-3.8583956906213,0.55279200338642,233.5608477436,-0.900023469254163,14.2416429305216,3.77381013440284
0.601797672684121,-3.01950030736879,-5.4064519068543,-2.38695159948551,0.8064519068543,11.484699015465,-2.12436128230971,5.78824380742548,2.40587693106391
0,-1.66903833883922,-4.57395198012558,-2.90491364128636,0,152.24551053075,-0.333860830191541,2.29741459850739,1.51572246750762
0.944020824430474,-2.04358164925278,-4.76372812753471,-2.72014647828193,0.16372812753471,88.7372297955,16.8631898738249,700.104350893135,26.4594850836734
4.88698003218239,-1.60066543983163,-5.05422608212803,-3.4535606422964,0.45422608212803,165.58312837885,-1.85940318398112,59.7568926889325,7.73025825499592
1.40968837469933,-1.47644388653283,-4.71187777392737,-3.23543388739454,0.11187777392737,193.92191400465,1.22058172167679,16.4161152551745,4.05168054702916
5.07702114339674,-2.10451632878842,-5.56534839540708,-3.46083206661866,0.96534839540708,80.94172957065,28.8517512458137,133.651385945237,11.5607692626934
5.60001501024743,-1.43079279482775,-5.01906204970904,-3.58826925488129,0.419062049709041,205.66407917185,-3.78674390305963,99.0221413415662,9.95098695314019
4.7341115494538,-1.54613031010603,-5.00893890141534,-3.46280859130931,0.40893890141534,178.1671562437,-0.544806642664836,48.8916149425187,6.99225392434504
0,-1.43893763865889,-4.53759879654138,-3.09866115788249,0,203.5128617184,-0.537421627547277,0.266887486740443,0.516611543367396
4.63995923347426,-2.01888677034697,-5.37204019407631,-3.35315342372934,0.77204019407631,92.49576333985,8.90644648835048,233.063879759622,15.2664298301738
4.1732168072518,-2.43769692222234,-6.00765501912073,-3.56995809689839,1.40765501912073,45.62704067948,13.9687403096861,4.83158627390584,2.1980869577671
3.70946894498542,-1.52286571118366,-4.91041890590373,-3.38755319472007,0.31041890590373,183.9124639807,1.10922697891714,481.763395330906,21.9491092149751
1.63775720895762,-1.75224171997178,-4.78444224067928,-3.0322005207075,0.184442240679281,136.6585213682,2.61330507175701,54.9766331944075,7.41462293002197
2.01945022069123,-2.41014365847932,-5.24579465442735,-2.83565099594803,0.64579465442735,48.126723286135,3.36342749952999,340.406067462862,18.4500966789571
10.2161302312554,-1.56201222159636,-5.50090737000175,-3.93889514840539,0.90090737000175,174.5234814986,36.0713396293384,238.987839864752,15.4592315418572
5.19646842009659,-2.28100407492532,-5.92540606822249,-3.64440199329717,1.32540606822249,60.3402249515,14.0327615818276,74.8160264106565,8.64962579599005
1.08646882190185,-1.34246783785994,-4.67357206016422,-3.33110422230428,0.0735720601642205,227.27514205305,1.10191366717824,0.426692409291047,0.653216969536958
1.02482207905986,-2.1114200352582,-4.79690469986638,-2.68548466460818,0.19690469986638,80.1013763173,8.40249858022228,108.889417693128,10.4350092330159
